#Mol_idx,mol_in_unitcell,unitcell_in_supercell_a,unitcell_in_supercell_b,unitcell_in_supercell_c
0,0,0,0,0
1,1,0,0,0
2,0,0,0,1
3,1,0,0,1
4,0,0,0,2
5,1,0,0,2
6,0,0,0,3
7,1,0,0,3
8,0,0,0,4
9,1,0,0,4
10,0,0,0,5
11,1,0,0,5
12,0,0,0,6
13,1,0,0,6
14,0,0,1,0
15,1,0,1,0
16,0,0,1,1
17,1,0,1,1
18,0,0,1,2
19,1,0,1,2
20,0,0,1,3
21,1,0,1,3
22,0,0,1,4
23,1,0,1,4
24,0,0,1,5
25,1,0,1,5
26,0,0,1,6
27,1,0,1,6
28,0,0,2,0
29,1,0,2,0
30,0,0,2,1
31,1,0,2,1
32,0,0,2,2
33,1,0,2,2
34,0,0,2,3
35,1,0,2,3
36,0,0,2,4
37,1,0,2,4
38,0,0,2,5
39,1,0,2,5
40,0,0,2,6
41,1,0,2,6
42,0,0,3,0
43,1,0,3,0
44,0,0,3,1
45,1,0,3,1
46,0,0,3,2
47,1,0,3,2
48,0,0,3,3
49,1,0,3,3
50,0,0,3,4
51,1,0,3,4
52,0,0,3,5
53,1,0,3,5
54,0,0,3,6
55,1,0,3,6
56,0,0,4,0
57,1,0,4,0
58,0,0,4,1
59,1,0,4,1
60,0,0,4,2
61,1,0,4,2
62,0,0,4,3
63,1,0,4,3
64,0,0,4,4
65,1,0,4,4
66,0,0,4,5
67,1,0,4,5
68,0,0,4,6
69,1,0,4,6
70,0,0,5,0
71,1,0,5,0
72,0,0,5,1
73,1,0,5,1
74,0,0,5,2
75,1,0,5,2
76,0,0,5,3
77,1,0,5,3
78,0,0,5,4
79,1,0,5,4
80,0,0,5,5
81,1,0,5,5
82,0,0,5,6
83,1,0,5,6
84,0,1,0,0
85,1,1,0,0
86,0,1,0,1
87,1,1,0,1
88,0,1,0,2
89,1,1,0,2
90,0,1,0,3
91,1,1,0,3
92,0,1,0,4
93,1,1,0,4
94,0,1,0,5
95,1,1,0,5
96,0,1,0,6
97,1,1,0,6
98,0,1,1,0
99,1,1,1,0
100,0,1,1,1
101,1,1,1,1
102,0,1,1,2
103,1,1,1,2
104,0,1,1,3
105,1,1,1,3
106,0,1,1,4
107,1,1,1,4
108,0,1,1,5
109,1,1,1,5
110,0,1,1,6
111,1,1,1,6
112,0,1,2,0
113,1,1,2,0
114,0,1,2,1
115,1,1,2,1
116,0,1,2,2
117,1,1,2,2
118,0,1,2,3
119,1,1,2,3
120,0,1,2,4
121,1,1,2,4
122,0,1,2,5
123,1,1,2,5
124,0,1,2,6
125,1,1,2,6
126,0,1,3,0
127,1,1,3,0
128,0,1,3,1
129,1,1,3,1
130,0,1,3,2
131,1,1,3,2
132,0,1,3,3
133,1,1,3,3
134,0,1,3,4
135,1,1,3,4
136,0,1,3,5
137,1,1,3,5
138,0,1,3,6
139,1,1,3,6
140,0,1,4,0
141,1,1,4,0
142,0,1,4,1
143,1,1,4,1
144,0,1,4,2
145,1,1,4,2
146,0,1,4,3
147,1,1,4,3
148,0,1,4,4
149,1,1,4,4
150,0,1,4,5
151,1,1,4,5
152,0,1,4,6
153,1,1,4,6
154,0,1,5,0
155,1,1,5,0
156,0,1,5,1
157,1,1,5,1
158,0,1,5,2
159,1,1,5,2
160,0,1,5,3
161,1,1,5,3
162,0,1,5,4
163,1,1,5,4
164,0,1,5,5
165,1,1,5,5
166,0,1,5,6
167,1,1,5,6
168,0,2,0,0
169,1,2,0,0
170,0,2,0,1
171,1,2,0,1
172,0,2,0,2
173,1,2,0,2
174,0,2,0,3
175,1,2,0,3
176,0,2,0,4
177,1,2,0,4
178,0,2,0,5
179,1,2,0,5
180,0,2,0,6
181,1,2,0,6
182,0,2,1,0
183,1,2,1,0
184,0,2,1,1
185,1,2,1,1
186,0,2,1,2
187,1,2,1,2
188,0,2,1,3
189,1,2,1,3
190,0,2,1,4
191,1,2,1,4
192,0,2,1,5
193,1,2,1,5
194,0,2,1,6
195,1,2,1,6
196,0,2,2,0
197,1,2,2,0
198,0,2,2,1
199,1,2,2,1
200,0,2,2,2
201,1,2,2,2
202,0,2,2,3
203,1,2,2,3
204,0,2,2,4
205,1,2,2,4
206,0,2,2,5
207,1,2,2,5
208,0,2,2,6
209,1,2,2,6
210,0,2,3,0
211,1,2,3,0
212,0,2,3,1
213,1,2,3,1
214,0,2,3,2
215,1,2,3,2
216,0,2,3,3
217,1,2,3,3
218,0,2,3,4
219,1,2,3,4
220,0,2,3,5
221,1,2,3,5
222,0,2,3,6
223,1,2,3,6
224,0,2,4,0
225,1,2,4,0
226,0,2,4,1
227,1,2,4,1
228,0,2,4,2
229,1,2,4,2
230,0,2,4,3
231,1,2,4,3
232,0,2,4,4
233,1,2,4,4
234,0,2,4,5
235,1,2,4,5
236,0,2,4,6
237,1,2,4,6
238,0,2,5,0
239,1,2,5,0
240,0,2,5,1
241,1,2,5,1
242,0,2,5,2
243,1,2,5,2
244,0,2,5,3
245,1,2,5,3
246,0,2,5,4
247,1,2,5,4
248,0,2,5,5
249,1,2,5,5
250,0,2,5,6
251,1,2,5,6
252,0,3,0,0
253,1,3,0,0
254,0,3,0,1
255,1,3,0,1
256,0,3,0,2
257,1,3,0,2
258,0,3,0,3
259,1,3,0,3
260,0,3,0,4
261,1,3,0,4
262,0,3,0,5
263,1,3,0,5
264,0,3,0,6
265,1,3,0,6
266,0,3,1,0
267,1,3,1,0
268,0,3,1,1
269,1,3,1,1
270,0,3,1,2
271,1,3,1,2
272,0,3,1,3
273,1,3,1,3
